Band_URL;Artist_URL;isActive
http://dbpedia.org/resource/The_Desert_Rose_Band;http://dbpedia.org/resource/Tom_Brumley;False
http://dbpedia.org/resource/Carolina_Chocolate_Drops;http://dbpedia.org/resource/Leyla_McCalla;False
http://dbpedia.org/resource/Carolina_Chocolate_Drops;http://dbpedia.org/resource/Adam_Matta;False
http://dbpedia.org/resource/Anarbor;http://dbpedia.org/resource/Dave_Melillo;False
http://dbpedia.org/resource/Huffamoose;http://dbpedia.org/resource/Chuck_Treece;False
http://dbpedia.org/resource/Beady_Eye;http://dbpedia.org/resource/Liam_Gallagher;False
http://dbpedia.org/resource/Beady_Eye;http://dbpedia.org/resource/Andy_Bell_(musician);False
http://dbpedia.org/resource/Beady_Eye;http://dbpedia.org/resource/Chris_Sharrock;False
http://dbpedia.org/resource/Beady_Eye;http://dbpedia.org/resource/Gem_Archer;False
http://dbpedia.org/resource/Beady_Eye;http://dbpedia.org/resource/Jay_Mehler;False
http://dbpedia.org/resource/Deerhoof;http://dbpedia.org/resource/Chris_Cohen_(musician);False
http://dbpedia.org/resource/Eddie_and_the_Hot_Rods;http://dbpedia.org/resource/Paul_Gray_(English_musician);False
http://dbpedia.org/resource/Eddie_and_the_Hot_Rods;http://dbpedia.org/resource/Steve_Walwyn;False
http://dbpedia.org/resource/Eddie_and_the_Hot_Rods;http://dbpedia.org/resource/Mick_Rogers_(musician);False
http://dbpedia.org/resource/Eddie_and_the_Hot_Rods;http://dbpedia.org/resource/Lew_Lewis;False
http://dbpedia.org/resource/The_Communards;http://dbpedia.org/resource/Jimmy_Somerville;False
http://dbpedia.org/resource/The_Communards;http://dbpedia.org/resource/Richard_Coles;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Steve_Winwood;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Nigel_Olsson;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Pete_York;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Eddie_Hardin;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Dee_Murray;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Muff_Winwood;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Phil_Sawyer;False
http://dbpedia.org/resource/The_Spencer_Davis_Group;http://dbpedia.org/resource/Ray_Fenwick;False
http://dbpedia.org/resource/Freelance_Whales;http://dbpedia.org/resource/Doris_Cellar;False
http://dbpedia.org/resource/Youth_Brigade_(band);http://dbpedia.org/resource/Jonny_Wickersham;False
http://dbpedia.org/resource/Clan_of_Xymox;http://dbpedia.org/resource/Frank_Weyzig;False
http://dbpedia.org/resource/Clan_of_Xymox;http://dbpedia.org/resource/Anka_Wolbert;False
http://dbpedia.org/resource/Clan_of_Xymox;http://dbpedia.org/resource/Pieter_Nooten;False
http://dbpedia.org/resource/Harold_Melvin_&_the_Blue_Notes;http://dbpedia.org/resource/Teddy_Pendergrass;False
http://dbpedia.org/resource/Harold_Melvin_&_the_Blue_Notes;http://dbpedia.org/resource/Bernard_Wilson_(singer);False
http://dbpedia.org/resource/Harold_Melvin_&_the_Blue_Notes;http://dbpedia.org/resource/Gil_Saunders;False
http://dbpedia.org/resource/Harold_Melvin_&_the_Blue_Notes;http://dbpedia.org/resource/Lloyd_Parks_(R&B_singer);False
